0001,1,275,298,137,163,0
0002,2,277,298,135,163,0
0003,3,280,301,135,163,0
0004,4,279,301,135,164,0
0005,5,279,305,136,165,0
0006,6,279,298,137,165,0
0007,7,272,293,145,169,0
0008,8,269,292,152,178,0
0009,9,267,289,150,177,0
0010,10,271,292,155,181,0
0011,11,273,294,158,183,0
0012,12,280,299,154,174,0
0013,13,282,301,144,167,0
0014,14,279,299,144,172,0
0015,15,282,300,134,156,0
0016,16,280,300,119,147,0
0017,17,276,299,103,130,0
0018,18,276,295,85,113,0
0019,19,276,296,88,114,0
0020,20,275,294,75,100,0
0021,21,279,297,66,92,0
0022,22,281,304,55,87,0
0023,23,283,304,52,82,0
0024,24,283,302,52,83,0
0025,25,281,301,49,81,0
0026,26,287,303,59,87,0
0027,27,288,309,64,95,0
0028,28,286,306,69,99,0
0029,29,287,311,72,100,0
0030,30,282,305,74,102,0
0031,31,279,303,71,101,0
0032,32,280,300,63,89,0
0033,33,279,303,56,86,0
0034,34,280,303,57,86,0
0035,35,276,300,56,83,0
0036,36,276,298,51,80,0
0037,37,277,299,51,80,0
0038,38,280,305,50,76,0
0039,39,279,301,48,76,0
0040,40,276,298,45,74,0
0041,41,272,297,39,71,0
0042,42,266,289,33,63,0
0043,43,264,285,27,55,0
0044,44,266,286,26,56,0
0045,45,264,284,31,57,0
0046,46,259,282,34,64,0
0047,47,252,276,35,65,0
0048,48,252,276,35,64,0
0049,49,252,276,35,66,0
0050,50,259,281,45,72,0
0051,51,269,291,58,89,0
0052,52,276,298,62,91,0
0053,53,286,309,68,96,0
0054,54,286,308,67,97,0
0055,55,295,318,74,106,0
0056,56,298,322,88,120,0
0057,57,292,320,100,131,0
0058,58,285,309,102,135,0
0059,59,284,307,104,137,0
0060,60,271,295,100,128,0
0061,61,261,286,92,120,0
0062,62,253,277,82,114,0
0063,63,251,277,78,112,0
0064,64,246,275,76,112,0
0065,65,243,270,73,109,0
0066,66,243,268,72,108,0
0067,67,241,267,69,106,0
0068,68,241,268,67,106,0
0069,69,242,268,71,110,0
0070,70,244,267,68,107,0
0071,71,242,268,65,108,0
0072,72,238,268,64,103,0
0073,73,240,265,66,106,0
0074,74,239,268,64,103,0
0075,75,241,265,69,105,0
0076,76,242,269,74,111,0
0077,77,242,266,82,120,0
0078,78,235,263,91,126,0
0079,79,235,263,94,128,0
0080,80,232,260,100,135,0
0081,81,225,254,110,143,0
0082,82,217,244,106,139,0
0083,83,209,235,105,137,0
0084,84,211,236,104,141,0
0085,85,196,226,105,139,0
0086,86,188,219,108,145,0
0087,87,190,219,104,138,0
0088,88,191,216,99,131,0
0089,89,186,215,98,133,0
0090,90,184,217,98,134,0
0091,91,186,218,97,138,0
0092,92,189,223,102,138,0
0093,93,193,225,93,135,0
0094,94,195,226,96,135,0
0095,95,197,227,94,133,0
0096,96,196,226,96,132,0
0097,97,188,218,99,133,0
0098,98,185,211,101,136,0
0099,99,179,211,101,138,0
0100,100,181,205,101,139,0
0101,101,179,204,102,135,0
0102,102,176,201,101,137,0
0103,103,170,197,103,142,0
0104,104,168,196,104,140,0
0105,105,166,193,112,147,0
0106,106,167,195,109,146,0
0107,107,168,191,108,142,0
0108,108,163,189,98,136,0
0109,109,165,191,95,135,0
0110,110,157,186,91,126,0
0111,111,153,180,79,116,0
0112,112,151,179,72,109,0
0113,113,145,171,60,94,0
0114,114,146,173,60,93,0
0115,115,135,162,48,84,0
0116,116,130,160,41,81,0
0117,117,129,158,37,75,0
0118,118,133,166,40,80,0
0119,119,136,165,41,79,0
0120,120,135,167,36,75,0
0121,121,138,169,39,82,0
0122,122,143,174,49,86,0
0123,123,149,178,58,96,0
0124,124,151,180,59,102,0
0125,125,156,185,67,106,0
0126,126,156,189,78,116,0
0127,127,157,189,86,129,0
0128,128,159,194,96,137,0
0129,129,159,190,94,140,0
0130,130,171,200,103,141,0
0131,131,182,219,104,145,0
0132,132,192,224,101,139,0
0133,133,196,232,92,136,0
0134,134,196,232,91,134,0
0135,135,204,239,82,125,0
0136,136,208,244,74,119,0
0137,137,206,242,57,105,0
0138,138,202,237,45,89,0
0139,139,203,235,45,90,0
0140,140,197,231,35,80,0
0141,141,193,226,26,70,0
0142,142,188,226,17,64,0
0143,143,189,220,10,54,0
0144,144,186,224,9,52,0
0145,145,188,218,4,43,0
0146,146,188,222,4,47,0
0147,147,187,221,7,51,0
0148,148,183,218,11,51,0
0149,149,185,220,12,54,0
0150,150,177,212,21,61,0
0151,151,167,203,32,72,0
0152,152,156,189,51,93,0
0153,153,155,189,67,110,0
0154,154,153,184,69,110,0
0155,155,145,177,77,117,0
0156,156,139,173,80,121,0
0157,157,136,169,79,119,0
0158,158,136,170,71,113,0
0159,159,133,168,70,111,0
0160,160,128,160,60,98,0
0161,161,125,157,49,87,0
0162,162,119,151,37,79,0
0163,163,113,147,35,73,0
0164,164,113,146,33,75,0
0165,165,114,145,41,81,0
0166,166,116,152,50,91,0
0167,167,126,156,52,91,0
0168,168,136,165,52,93,0
0169,169,135,168,53,95,0
0170,170,146,177,56,92,0
0171,171,154,183,54,91,0
0172,172,163,194,47,90,0
0173,173,162,194,43,82,0
0174,174,164,194,38,78,0
0175,175,161,189,31,69,0
0176,176,158,187,28,65,0
0177,177,163,191,31,70,0
0178,178,164,193,38,78,0
0179,179,166,195,38,79,0
0180,180,169,202,50,93,0
0181,181,174,204,65,102,0
0182,182,180,209,77,115,0
0183,183,183,212,81,123,0
0184,184,183,212,82,119,0
0185,185,185,215,83,124,0
0186,186,184,213,86,121,0
0187,187,185,213,84,125,0
0188,188,183,212,85,125,0
0189,189,183,216,84,124,0
0190,190,189,216,90,128,0
0191,191,185,219,93,135,0
0192,192,189,223,101,141,0
0193,193,194,228,110,147,0
0194,194,192,227,109,150,0
0195,195,202,234,118,160,0
